Campname,Outcomes Dropdown,Total PPE
EDUCATION CENTER INTERNATIONAL ACA,0.4,7395.97451
EAST FORT WORTH MONTESSORI ACADEMY,0.32,9504.556291
DR TERRY ROBBINS MIDDLE,0.44,6763.369467
DR M L GARZA-GONZALEZ CHARTER SCHO,0.3,9973.17619
DR HARMON W KELLEY EL,0.34,10468.54234
DISCOVERY MIDDLE,0.14,11969.36155
DALLAS CAN ACADEMY CHARTER,0.17,11379.62743
DALLAS CAN ACADEMY AT CARROLLTON-F,0.32,11879.57757
DALLAS CAN ACADEMY - GRANT EAST,0.16,12157.77319
COVE CHARTER ACADEMY,0.29,12928.7304
CORINTH CLASSICAL ACADEMY,0.6,9166.863295
COPPELL CLASSICAL ACADEMY,0.59,6752.94813
CLAY CLASSICAL ACADEMY,0.48,9987.833588
CLASSICAL ACADEMY - PERMIAN BASIN,0.5,7825.994329
CHAPARRAL STAR ACADEMY,0.77,7150.051948
CEDARS INTERNATIONAL ACADEMY,0.37,9502.157482
CARROLLTON CLASSICAL ACADEMY,0.58,9359.105763
BROWNSVILLE RAUL YZAGUIRRE STEM SC,0.61,11883.86834
BROOKS ACADEMY OAKS,0.57,10783.55643
BRAZOS SCHOOL FOR INQUIRY AND CREA,0.18,8439.695622
BRAZOS RIVER CHARTER SCHOOL,0.27,9640.470588
BEXAR COUNTY ACADEMY,0.27,11061.58453
BAKER-RIPLEY CHARTER SCHOOL,0.38,8834.363147
ARROW ACADEMY - LIBERATION ACADEMY,0.51,10831.20257
ARROW ACADEMY - HARVEST PREPARATOR,0.25,9148.271152
AMBASSADORS PREPARATORY ACADEMY,0.31,9134.15534
ALIEF MONTESSORI COMMUNITY SCHOOL,0.58,6932.560656
ACCELERATED INTERDISCIPLINARY ACAD,0.52,8524.189516
WINFREE ACADEMY CHARTER SCHOOL DAL,0.19,10483.27996
WINFREE ACADEMY CHARTER SCHOOL (LE,0.37,7455.993647
WINFREE ACADEMY CHARTER SCHOOL (IR,0.17,7875.812184
VISTA ACADEMY OF WILLIS,0.51,10321.77016
VISTA ACADEMY OF PASADENA,0.34,10339.96737
VISTA ACADEMY OF JASPER,0.62,10684.46565
VISTA ACADEMY OF EDINBURG,0.48,9863.586433
VISTA ACADEMY OF CROCKETT,0.33,8478.783061
VISTA ACADEMY OF BEAUMONT,0.44,7985.185892
VISTA ACADEMY OF AUSTIN-MUELLER,0.53,11096.47924
UT TYLER UNIVERSITY ACADEMY AT PAL,0.65,10407.41234
UNIV OF HOUSTON CHARTER SCH-TECH,0.38,9729.577778
THE RHODES SCHOOL - NW,0.32,11028.34498
THE LEADERSHIP ACADEMY,0.38,7812.364361
THE EXCEL CENTER,0.19,10014.10169
THE EAST AUSTIN COLLEGE PREP AT SO,0.35,11349.75991
TEXAS PREPARATORY SCHOOL - AUSTIN,0.09,11164.04776
TEXAS PREPARATORY SCHOOL,0.24,12323.45702
TEXAS EARLY COLLEGE H S,0.47,7625.098887
STEP CHARTER II,0.35,12878.91522
ST ANTHONY SCHOOL,0.46,9144.553042
SOUTHWEST PREP NORTHWEST EL,0.11,12927.59684
SHORELINE ACADEMY,0.43,6648.256223
RUTH JONES MCCLENDON MIDDLE,0.28,7057.965174
RIPLEY HOUSE MIDDLE CAMPUS,0.33,10704.06033
RICHARDSON CLASSICAL ACADEMY,0.52,10516.55428
RICHARD MILBURN ACADEMY PASADENA,0.11,9096.372892
RICHARD MILBURN ACADEMY MIDLAND SO,0.08,11557.70505
RICHARD MILBURN ACADEMY LUBBOCK,0.09,10353.48312
RICHARD MILBURN ACADEMY FORT WORTH,0.17,9892.959816
RICHARD MILBURN ACADEMY AMARILLO,0.16,10201.4344
QUEST MIDDLE OF COPPELL,0.64,6919.539968
PREMIER HIGH SCHOOLS CAREER & TECH,0.3,8978.596667
PREMIER H S SAN ANTONIO EAST,0.36,8271.363791
PREMIER H S SAN ANTONIO - WEST,0.39,6768.596283
PREMIER H S OF WACO,0.42,6765.414289
PREMIER H S OF TYLER,0.32,6514.367745
PREMIER H S OF TEXARKANA,0.54,8589.365884
PREMIER H S OF SAN JUAN,0.77,9448.390029
PREMIER H S OF PHARR,0.53,8396.067945
PREMIER H S OF PFLUGERVILLE,0.44,6972.904695
PREMIER H S OF PALMVIEW,0.48,9936.963106
PREMIER H S OF NORTH HOUSTON,0.46,8588.46892
PREMIER H S OF NORTH AUSTIN,0.68,12796.15977
PREMIER H S OF NEW BRAUNFELS,0.67,7855.876567
PREMIER H S OF MISSION,0.43,10734.79644
PREMIER H S OF MIDLAND,0.39,6324.756152
PREMIER H S OF LUBBOCK,0.35,6564.497777
PREMIER H S OF LEWISVILLE,0.57,9224.104998
PREMIER H S OF LAREDO,0.21,7017.474788
PREMIER H S OF HUNTSVILLE,0.64,7508.765345
PREMIER H S OF GRANBURY,0.41,7427.432964
PREMIER H S OF FORT WORTH,0.23,7820.354897
PREMIER H S OF EL PASO,0.44,7419.37846
PREMIER H S OF EAST EL PASO,0.38,7775.64293
PREMIER H S OF DEL RIO,0.39,7184.074492
PREMIER H S OF DAYTON,0.32,7740.876027
PREMIER H S OF COMANCHE/EARLY,0.33,10778.80134
PREMIER H S OF BROWNSVILLE,0.37,8404.582233
PREMIER H S OF AUSTIN,0.49,10011.63384
PREMIER H S OF ARLINGTON,0.24,7808.17537
PREMIER H S OF ABILENE,0.6,8393.084727
PREMIER H S AMERICAN YOUTHWORKS,0.41,10484.77371
PREMIER H S - SAN ANGELO,0.29,8123.442991
POSITIVE SOLUTIONS CHARTER,0.21,10235.26718
PIONEER TECHNOLOGY (PTAA) FATE,0.69,12049.03018
PASO DEL NORTE ACADEMY-MESA CHARTE,0.35,11193.32571
PASEO DEL NORTE ACADEMY-VISTA DEL,0.4,9532.124587
PANOLA EARLY COLLEGE H S,0.58,9093.308042
OLYMPIA HILLS,0.6,9630.787038
NOVA ACADEMY,0.24,9379.192593
NORTH TEXAS COLLEGIATE ACADEMY-NOR,0.31,8529.525011
NORTH TEXAS COLLEGIATE ACADEMY-EAS,0.26,8469.894474
NOLAN CREEK SCHOOL,0.4,7496.866309
NEWMAN INTERNATIONAL ACADEMY AT PI,0.51,8711.592292
NEWMAN INTERNATIONAL ACADEMY AT FO,0.32,8206.179887
NEW DIRECTIONS,0.23,12567.43408
MIDVALLEY ACADEMY-SAN BENITO CHART,0.29,11426.12184
MIDVALLEY ACADEMY-MERCEDES CHARTER,0.18,10830.851
MIDVALLEY ACADEMY-MCALLEN CHARTER,0.29,12079.05266
MANARA LEADERSHIP ACADEMY,0.38,9349.718855
KIPP NEXUS MIDDLE,0.36,12000.18653
KIPP CONNECT H S,0.61,11960.02747
KINGSLAND SCHOOL,0.36,7799.600233
KAUFFMAN LEADERSHIP ACADEMY,0.19,11886.84762
KATHERINE ANNE PORTER SCHOOL,0.47,11336.48503
JEAN MASSIEU ACADEMY,0.34,10984.05128
ILTEXAS EAST FORT WORTH NORTH RICH,0.22,7205.862261
IDEA TOROS COLLEGE PREPARATORY,0.75,12882.91513
IDEA PFLUGERVILLE COLLEGE PREPARAT,0.54,12421.24643
HUSTON ACADEMY,0.19,11462.45829
HOUSTON HEIGHTS CHARTER SCHOOL,0.35,12419.77604
HERITAGE ACADEMY OF WINDCREST,0.21,8919.216567
HERITAGE ACADEMY OF SAN ANTONIO,0.54,8566.346395
HERITAGE ACADEMY OF DEL RIO,0.52,8836.927911
HERITAGE ACADEMY,0.47,9864.380709
HENRY FORD ACADEMY ALAMEDA SCHOOL,0.52,11752.52756
GOLDEN RULE GRAND PRAIRIE,0.6,9656.950875
GOLDEN RULE,0.65,9705.727828
GEORGE I SANCHEZ NORTH,0.14,11530.28805
GATEWAY TECH H S,0.57,6427.463296
GATEWAY ACADEMY-SIERRA VISTA CHART,0.13,12381.81185
FRANK L MADLA EARLY COLLEGE H S,0.66,10053.299
EVOLUTION ACADEMY BEAUMONT,0.11,7996.079336
ETOILE ACADEMY CHARTER SCHOOL,0.36,12679.41538
EL PASO ACADEMY WEST,0.33,8073.426997
EL PASO ACADEMY,0.32,8375.4573
EDUCATION CENTER INTERNATIONAL ACA,0.45,11787.65221
EDUCATION CENTER INTERNATIONAL ACA,0.45,11185.17007
DENTON CLASSICAL ACADEMY,0.45,10987.63761
DAN CHADWICK CAMPUS,0.51,10354.03521
CROSSTIMBERS ACADEMY,0.18,8152.609272
CORPUS CHRISTI MONTESSORI SCHOOL,0.34,8174.325926
CEDARS ACADEMY NEXT GENERATION H S,0.56,12505.58789
CEDAR PARK CHARTER ACADEMY,0.42,11039.33549
CALVIN NELMS MIDDLE,0.71,7567.474598
CALVIN NELMS H S,0.79,8831.10273
BRAZOS SCHOOL FOR INQUIRY AND CREA,0.29,9304.613369
ARROW ACADEMY - SAVE OUR STREETS C,0.28,11766.34539
ARROW ACADEMY - CHAMPIONS ACADEMY,0.59,11764.77481
A+ UNLIMITED POTENTIAL - MUSEUM DI,0.37,6974.506709
ZWINK EL,0.58,8265.911861
ZAPATA H S,0.4,10602.32712
ZACHRY MIDDLE,0.39,9047.999998
YSLETA H S,0.54,9926.089506
YOUNGBLOOD INT,0.46,8887.313098
YOUNG WOMEN'S STEAM ACADEMY AT BAL,0.52,8988.352601
YORK J H,0.68,7183.136226
YEAGER EL,0.46,8556.671436
WYLIE H S,0.81,8719.86167
WYLIE H S,0.8,7961.971629
WYLIE EAST H S,0.76,10049.24408
WUNDERLICH INT,0.38,10139.01931
WORKMAN J H,0.34,9459.27336
WOODROW WILSON H S,0.67,8362.983452
WOODCREEK MIDDLE,0.48,8101.311796
WOODCREEK J H,0.79,7971.370183
WOODCREEK EL,0.76,8062.577889
WOODARD EL,0.61,7404.769366
WM DAVID SURRATT EL,0.38,8746.6121
WISDOM H S,0.23,8435.021924
WINDSONG RANCH EL,0.62,7764.689625
WILSON J H,0.32,8589.111603
WILSON EL,0.46,8683.254541
WILSON & YOUNG MEDAL OF HONOR MIDD,0.24,7942.430439
WILMER-HUTCHINS H S,0.32,10252.06794
WILMER-HUTCHINS EL,0.23,8708.142555
WILLOWRIDGE H S,0.34,12685.40556
WILLOW WOOD J H,0.73,6873.46749
WILLOW SPRINGS EL,0.32,8334.758167
WILLIS H S,0.5,8905.923308
WILLIAMS H S,0.59,9521.946446
WILLIAM B TRAVIS H S,0.75,8612.220414
WILDWOOD EL,0.54,7014.078815
WIGGS MIDDLE,0.51,8061.521879
WICHITA FALLS H S,0.48,8264.797141
WHITEHOUSE H S,0.66,9037.057378
WHITE ROCK EL,0.75,7459.938369
WHITE OAK MIDDLE,0.41,9987.37152
WHITE MIDDLE,0.42,9671.429691
WESTWOOD H S,0.83,7942.628496
WESTSIDE H S,0.64,8358.436572
WESTSIDE EL,0.42,8626.622375
WESTOVER PARK J H,0.53,6921.724188
WESTLAKE MIDDLE,0.49,8372.385811
WESTLAKE H S,0.93,9968.628876
WESTFIELD H S,0.31,9745.342415
WESTCHESTER ACADEMY FOR INTERNATIO,0.64,9694.901701
WESTBURY H S,0.37,9216.37832
WESTBROOK INT,0.69,8236.196863
WEST UNIVERSITY EL,0.88,7563.186185
WEST RIDGE MIDDLE,0.8,9799.429651
WEST ORANGE-STARK EL,0.22,10186.14369
WEST MESQUITE H S,0.48,9327.092547
WEST BROOK SR H S,0.48,8922.554491
WEST BRIAR MIDDLE,0.59,8041.990148
WESLACO H S,0.47,10476.94722
WESLACO EAST H S,0.39,11132.13219
WEISS H S,0.6,10069.696
WEDGWOOD MIDDLE,0.32,9186.614656
WEBB MIDDLE,0.4,8051.461832
WEATHERFORD H S,0.56,9504.718858
WAYSIDE MIDDLE,0.53,8309.700937
WAXAHACHIE H S,0.57,9781.532623
WATKINS MIDDLE,0.44,8814.905623
WARREN H S,0.67,7969.062984
WARNER EL,0.75,7111.193711
WALTRIP H S,0.45,8397.500414
WALTER & LOIS CURTIS MIDDLE,0.78,8250.852687
WALNUT GROVE MIDDLE,0.63,6953.41202
WALLER H S,0.58,10639.21996
WALKER EL,0.41,9096.390747
WAKELAND H S,0.92,8114.929851
WACO H S,0.4,10234.70508
W W SAMUELL H S,0.37,9248.549196
W T WHITE H S,0.44,8521.390341
W H GASTON MIDDLE,0.35,9305.580309
W H ADAMSON H S,0.46,8624.670311
W E PETE FORD MIDDLE,0.74,8824.502103
W E GREINER EXPLORATORY ARTS ACADE,0.48,8361.984672
VOGEL INT,0.55,7840.48776
VISTA RIDGE H S,0.82,8616.239737
VINES H S,0.65,9757.488601
VIDOR H S,0.5,10744.94228
VICTORY LAKES INT,0.53,7724.952532
VICTORIA WEST H S,0.47,9169.202789
VICTORIA EAST H S,0.44,8634.847514
VETERANS MEMORIAL H S,0.55,9583.918937
VETERANS MEMORIAL H S,0.46,11497.84374
VETERANS MEMORIAL H S,0.66,8151.788722
VETERANS MEMORIAL EARLY COLLEGE H,0.71,10445.32056
VERNON SCHRADE MIDDLE,0.43,8251.421776
VANSTON MIDDLE,0.37,8717.419871
VANDEGRIFT H S,0.86,7986.423917
VALLEY VIEW H S,0.56,12549.98634
VALE MIDDLE,0.43,7531.665342
V R EATON H S,0.74,8941.620695
UVALDE H S,0.36,12149.28098
UNIVERSITY H S,0.46,10672.92032
UNITED SOUTH MIDDLE,0.49,8629.11814
UNITED SOUTH H S,0.54,9804.586635
UNITED MIDDLE,0.65,9095.142472
UNITED H S,0.66,8985.823361
UNION GROVE MIDDLE,0.6,8298.92317
ULRICH INT,0.47,7882.800969
TWIN CREEKS MIDDLE,0.4,9484.813485
TURNER H S,0.46,9382.947694
TULOSO-MIDWAY H S,0.62,11516.44856
TRUITT MIDDLE,0.47,9630.792712
TRUETT WILSON MIDDLE,0.64,9315.464825
TRINITY SPRINGS MIDDLE,0.69,8832.672253
TRINITY MEADOWS INT,0.58,7993.799716
TRINITY H S,0.67,8480.294929
TRIMBLE TECHNICAL H S,0.53,10572.88187
TRENT MIDDLE,0.75,8371.980658
TRAVIS MIDDLE,0.45,9730.662759
TRAVIS H S,0.41,12770.1968
TRAVIS B BRYAN H S,0.41,9991.570279
TRAUTMANN MIDDLE,0.66,9221.785242
TOMPKINS H S,0.89,7799.793791
TOMBALL MEMORIAL H S,0.83,7813.673487
TOMBALL H S,0.7,8518.330375
TOM WILSON EL,0.85,8930.432584
TIVY H S,0.67,9107.042928
TISON MIDDLE,0.41,8100.702922
TIPPS EL,0.43,9104.815611
TIMBERWOOD MIDDLE,0.45,9146.169875
TIMBERVIEW MIDDLE,0.6,8846.121043
TIMBER RIDGE EL,0.4,7909.943472
TIMBER CREEK H S,0.76,8292.425772
THURGOOD MARSHALL H S,0.39,11809.06325
THORNTON MIDDLE,0.42,8121.268421
THOMPSON INT,0.49,9800.458356
THOMAS JEFFERSON H S,0.47,9217.652325
THOMAS C MARSH MIDDLE,0.3,8755.185307
THE WOODLANDS H S,0.87,7874.260246
THE COLONY H S,0.68,9128.115444
TEXAS VIRTUAL ACADEMY AT HALLSVILL,0.19,8007.582791
TEXAS MIDDLE,0.42,8853.037412
TEXAS H S,0.51,10455.33249
TEXAS CONNECTIONS ACADEMY AT HOUST,0.48,7696.076365
TEXAS CITY H S,0.49,10942.07612
TERRY MIDDLE,0.35,7826.204623
TERRELL H S,0.43,10458.25979
TENNYSON MIDDLE,0.44,9896.774523
TEMPLE H S,0.46,9893.744569
TEJEDA MIDDLE,0.7,7684.584831
TEAGUE MIDDLE,0.26,8636.28186
TAYS J H,0.83,7626.402757
TAYLOR H S,0.41,8523.562125
TAYLOR H S,0.83,8694.887766
TASCOSA H S,0.53,8255.943492
TANNAHILL INT,0.49,7790.103436
TAFT H S,0.69,8673.372881
T H ROGERS SCHOOL,0.9,10290.63296
T H MCDONALD J H,0.55,10289.91485
SWENKE EL,0.75,7540.126507
SWEENY EL,0.34,9309.829276
SUTTON EL,0.47,8672.233438
SUNSET H S,0.48,8871.473916
SUMMER CREEK H S,0.6,9626.689925
SULPHUR SPRINGS MIDDLE,0.52,8930.039788
SULPHUR SPRINGS H S,0.52,10315.0118
SUGAR LAND MIDDLE,0.55,11548.22132
STRICKLAND MIDDLE,0.42,9988.348114
STRATFORD H S,0.71,8527.846806
STRACK INT,0.58,8448.192182
STOVALL MIDDLE,0.35,8893.660745
STONY POINT H S,0.55,8379.681036
STOCKDICK J H,0.48,9434.502029
STINSON MIDDLE,0.5,8043.80344
STILLMAN MIDDLE,0.55,8686.822832
STEVENSON MIDDLE,0.48,8234.163995
STEVENSON MIDDLE,0.52,8489.421022
STEVENS H S,0.5,8055.846312
STEUBING RANCH EL,0.52,8070.076491
STERLING H S,0.57,10734.87845
STERLING H S,0.29,9922.171644
STEPHENVILLE H S,0.64,9041.398019
STEPHEN F AUSTIN H S,0.79,8964.65524
STEPHEN F AUSTIN,0.35,9429.005339
STELLE CLAUGHTON MIDDLE,0.24,8814.923645
STELL MIDDLE,0.41,9447.230228
STANLEY C STANLEY EL,0.83,8670.831465
STAFFORD H S,0.47,11411.32286
SSG MANUEL R PUENTES,0.52,8500.897655
SPRINGTOWN H S,0.49,10487.30185
SPRING WOODS H S,0.43,8996.412808
SPRING H S,0.39,9751.44909
SPRING FOREST MIDDLE,0.52,9403.564629
SPRING BRANCH MIDDLE,0.59,8742.314688
SPLENDORA J H,0.31,8882.065663
SPLENDORA H S,0.37,11257.61912
SPILLANE MIDDLE,0.77,7663.304387
SPEC RAFAEL HERNANDO MIDDLE,0.48,8495.568558
SPACE CENTER INT,0.51,8901.263068
SOUTHWEST LEGACY H S,0.37,9864.705698
SOUTHWEST H S,0.5,10322.3494
SOUTHWEST H S,0.4,11061.26836
SOUTHSIDE H S,0.38,10405.91298
SOUTHSIDE EL,0.28,8094.111746
SOUTH SAN ANTONIO H S,0.45,9599.431441
SOUTH OAK CLIFF H S,0.35,10522.88018
SOUTH MIDDLE,0.56,10049.84446
SOUTH HOUSTON HIGH SCHOOL,0.48,10147.17879
SOUTH HILLS H S,0.38,8949.306599
SOUTH GRAND PRAIRIE H S,0.54,9730.712467
SOUTH EL,0.37,8335.351905
SOMERSET H S,0.37,10650.28346
SOCORRO H S,0.49,9130.46314
SNYDER PRI,0.35,9819.615115
SNYDER EL,0.71,7131.695634
SNEED EL,0.32,9609.171259
SMITHSON VALLEY H S,0.8,7811.776742
SMITH MIDDLE,0.84,7278.559313
SMITH H S,0.47,9328.562949
SMALL M S,0.6,8739.074366
SKYLINE H S,0.49,9018.414412
SKIPCHA EL,0.52,7864.61047
SILSBEE EL,0.53,8440.233639
SIENNA CROSSING EL,0.76,8262.175971
SHOTWELL MIDDLE,0.38,8803.032605
SHERMAN H S,0.44,10324.10039
SHERIDAN EL,0.42,8179.830543
SHEPTON H S,0.66,8711.176406
SHARYLAND PIONEER H S,0.65,11229.7139
SHARYLAND H S,0.71,12054.05787
SHARPSTOWN INTERNATIONAL SCHOOL,0.69,8217.764961
SHARPSTOWN H S,0.3,8615.13248
SHADOW CREEK H S,0.64,9304.687547
SEVEN LAKES J H,0.84,7220.987097
SEVEN LAKES H S,0.91,8197.494331
SEGUIN H S,0.41,10008.2041
SEGUIN H S,0.57,12871.22345
SEAGOVILLE MIDDLE,0.3,8867.167462
SEAGOVILLE H S,0.42,9522.051266
SEABROOK INT,0.66,8476.113233
SCOTT MORGAN JOHNSON MIDDLE,0.5,9705.543609
SCOGGINS MIDDLE,0.72,8171.070491
SCHULTZ J H,0.5,9665.81429
SCHINDEWOLF INT,0.56,8313.673052
SCARBOROUGH EL,0.56,8563.698944
SCANLAN OAKS EL,0.76,8417.113123
SARTARTIA MIDDLE,0.8,8206.286619
SANTA FE J H,0.38,11222.50791
SANTA FE H S,0.46,12021.29881
SANDRA MOSSMAN EL,0.63,7471.604983
SAN MARCOS H S,0.44,10611.85369
SAN ELIZARIO H S,0.45,11736.76441
SAN BENITO H S,0.39,12001.76879
SAMUEL CLEMENS H S,0.67,8295.43436
SAMPSON EL,0.82,7488.633691
SAM TASBY MIDDLE,0.28,9422.723024
SAM RAYBURN H S,0.5,10127.36555
SAM RAYBURN,0.41,9090.28606
SAM HOUSTON MIDDLE,0.36,9236.042249
SAM HOUSTON H S,0.4,9384.945087
SALYARDS MIDDLE,0.73,7222.115148
SAGINAW H S,0.64,9490.754136
SAEGERT EL,0.46,9370.969847
SACHSE H S,0.69,8546.016766
S GARLAND H S,0.39,9839.845235
S C LEE J H,0.42,8372.53334
RYAN H S,0.54,10136.49038
RUTLEDGE EL,0.74,8132.119738
RUNNING BRUSHY MIDDLE,0.58,8685.687071
RUDDER MIDDLE,0.38,9117.319479
ROYSE CITY MIDDLE,0.46,7810.236296
ROYSE CITY H S,0.59,9324.771571
ROY MILLER H S AND METRO SCHOOL OF,0.42,11324.3744
ROY J SMITH MIDDLE,0.47,7918.430801
ROWLETT H S,0.56,8875.231248
ROWE H S,0.57,10193.91203
ROUSE H S,0.74,9093.011624
ROUND ROCK H S,0.78,8512.463471
ROSS STERLING MIDDLE,0.32,10404.9498
ROSS MIDDLE,0.39,9158.308392
ROSEMONT MIDDLE,0.33,9241.267342
ROSEMONT EL,0.49,8405.949151
ROOSEVELT H S,0.51,9866.20611
ROOSEVELT ALEXANDER EL,0.82,9134.923394
RONALD THORNTON MIDDLE,0.59,8219.559562
ROMA H S,0.4,12581.89611
ROGENE WORLEY MIDDLE,0.55,7906.547438
RODRIGUEZ EL,0.38,8561.470993
RODOLFO C CENTENO EL,0.51,8858.796635
RODGER & ELLEN BECK J H,0.8,8860.217174
ROCKWALL-HEATH H S,0.7,8445.968695
ROCKWALL H S,0.8,8124.455949
ROBISON EL,0.62,7833.44501
ROBINSON MIDDLE,0.71,10521.41448
ROBINSON EL,0.42,8111.630269
ROBERTA WRIGHT RYLANDER EL,0.69,8452.455511
ROBERT TURNER COLLEGE AND CAREER H,0.75,9206.490508
ROBERT R VELA H S,0.61,10513.9794
ROBERT M SHOEMAKER H S,0.39,8686.775568
ROBERT KING EL,0.5,10084.27626
ROBERT E LEE H S,0.58,10230.92346
ROACH MIDDLE,0.7,8282.344843
RIVERWOOD MIDDLE,0.76,9511.846391
RIVERSIDE MIDDLE,0.26,9509.966668
RIVERSIDE H S,0.49,12531.95057
RIVERA EARLY COLLEGE H S,0.5,10183.23698
RIO GRANDE CITY H S,0.42,12057.37798
RIDGEVIEW MIDDLE,0.69,7473.63762
RIDGE POINT H S,0.74,8605.610432
RIDGE CREEK EL,0.35,8992.570264
RIDER H S,0.61,8287.724221
RICKEY C BAILEY MIDDLE,0.27,8496.149299
RICHLAND H S,0.66,9133.092475
RICHARDSON H S,0.71,8689.383884
RICE SCH /LA ESCUELA RICE,0.52,8278.309684
REYNOLDS MIDDLE,0.68,8708.078553
REVERE MIDDLE,0.34,8214.978513
RENNER MIDDLE,0.64,8615.35997
RENNELL EL,0.69,7493.664239
REEDY H S,0.92,8373.414979
REED EL,0.46,8722.220063
REECES CREEK EL,0.41,8436.903616
RED OAK MIDDLE,0.49,7954.755133
RED OAK H S,0.56,10300.69878
REAGAN K-8 EDUCATIONAL CTR,0.3,8391.824146
REAGAN H S,0.85,7515.21684
REAGAN H S,0.44,12292.70668
READING J H,0.71,6574.484009
RAYMOND B COOPER J H,0.74,7673.708738
RAYBURN MIDDLE,0.34,9593.34127
RAY H S,0.49,9733.556401
RAY D CORBETT J H,0.56,7856.622888
RAY BRASWELL H S,0.6,9021.727504
RAY AND JAMIE WOLMAN EL,0.83,9065.823587
RAWLINSON MIDDLE,0.58,7601.446926
RANDALL H S,0.61,8377.045579
RANCHVIEW H S,0.53,11283.62726
QUAIL VALLEY MIDDLE,0.66,10100.43598
PSJA NORTH EARLY COLLEGE H S,0.47,12435.71101
PSJA EARLY COLLEGE H S,0.56,12245.41593
PROSPER H S,0.82,9102.38977
PRINCETON H S,0.6,9818.30755
POTEET H S,0.6,9677.624444
POSTMA EL,0.62,7505.151529
POST EL,0.47,8233.514369
PORTER H S,0.48,10930.18731
PORTER EARLY COLLEGE H S,0.49,11022.59943
PORT NECHES-GROVES H S,0.61,9664.81107
POLYTECHNIC H S,0.33,11077.78561
POLK MIDDLE,0.42,9280.331789
PLUMMER MIDDLE,0.3,8492.625129
PLEASANTON H S,0.51,9944.829899
PLEASANTON EL,0.32,8564.949074
PLANO WEST SENIOR H S,0.82,8754.563993
PLANO SR H S,0.72,9268.793335
PLANO EAST SR H S,0.72,9251.543016
PLAINVIEW H S,0.54,10435.72028
PIONEER HERITAGE MIDDLE,0.86,7880.057671
PINEY POINT EL,0.33,8300.555081
PINER MIDDLE,0.41,9885.087607
PINE TREE H S,0.53,9946.223162
PIN OAK MIDDLE,0.75,8282.451893
PILGRIM ACADEMY,0.49,8294.3157
PIEPER RANCH MIDDLE,0.69,8686.759272
PIEDMONT GLOBAL ACADEMY,0.3,8835.056581
PFLUGERVILLE MIDDLE,0.4,9319.252337
PFLUGERVILLE H S,0.62,9295.787057
PERSHING MIDDLE,0.53,7973.827731
PERRY MIDDLE,0.47,9406.948828
PERMIAN H S,0.38,7965.785083
PEET J H,0.49,8463.423414
PEBBLE HILLS H S,0.66,8600.087653
PEASE MIDDLE,0.36,8744.859036
PEARLAND H S,0.7,9316.965146
PEARCE H S,0.67,8639.914148
PATTON EL,0.54,8600.47897
PATTERSON EL,0.48,8249.456253
PATTERSON EL,0.4,7854.061391
PATSY SOMMER EL,0.87,6683.942445
PASO DEL NORTE SCHOOL,0.52,9160.95365
PASCHAL H S,0.5,8702.991552
PASADENA MEMORIAL H S,0.62,9056.345658
PASADENA HIGH SCHOOL,0.49,10628.64862
PARKWOOD HILL INT,0.62,7622.13064
PARKSIDE EL,0.69,7860.440534
PARKLAND MIDDLE,0.39,8929.185675
PARKLAND H S,0.58,9030.381827
PARK PLACE EL,0.6,8059.145524
PARK CREST MIDDLE,0.55,9994.018764
PAREDES EL,0.72,8325.545127
PAMPA H S,0.53,9023.737828
PALO DURO H S,0.43,9137.346606
PALESTINE H S,0.51,11926.31682
PAETOW H S,0.65,10845.18925
PACE EARLY COLLEGE H S,0.6,10717.53839
OYSTER CREEK EL,0.54,8264.067259
OWENS INT,0.31,9242.148676
OUTLEY EL,0.48,8479.288126
OUSLEY J H,0.54,8860.692292
OTTO MIDDLE,0.7,8663.087315
ORTIZ MIDDLE,0.34,9335.405626
OLLE MIDDLE,0.37,9369.38144
OLIVEIRA MIDDLE,0.44,9692.759271
ODESSA KILPATRICK EL,0.82,8798.545374
ODESSA H S,0.31,7884.565468
OAKRUN MIDDLE,0.59,7652.645649
OAK RIDGE H S,0.72,8525.074742
OAK HILLS J H,0.65,8072.122885
O'DONNELL MIDDLE,0.45,8283.070547
O'CONNOR H S,0.77,7782.617204
O'BANION MIDDLE,0.3,8038.523276
O D WYATT H S,0.33,10812.85745
NORTHWEST H S,0.68,11152.31891
NORTHSIDE H S,0.36,8883.577222
NORTHBROOK H S,0.39,9764.358741
NORTH SIDE H S,0.38,9559.315413
NORTH SHORE SENIOR HIGH,0.53,11008.31838
NORTH SHORE MIDDLE,0.46,10052.87878
NORTH SHORE EL,0.41,9060.356669
NORTH RICHLAND MIDDLE,0.49,8215.504504
NORTH MESQUITE H S,0.53,9400.292629
NORTH FORNEY H S,0.6,7910.237525
NORTH FOREST H S,0.28,10089.77372
NORTH DALLAS H S,0.36,10275.69046
NORTH CROWLEY H S,0.51,9886.206832
NORTH BELTON MIDDLE,0.57,8268.431066
NORMAN J H,0.44,8222.834058
NIXON H S,0.46,10266.61531
NIMITZ MIDDLE,0.4,9553.63389
NIMITZ MIDDLE,0.39,7507.250071
NIMITZ H S,0.48,10005.34825
NIMITZ H S,0.37,9492.754813
NICK KERR MIDDLE,0.45,8119.253042
NEW MIDDLE,0.34,8495.554211
NEW CANEY H S,0.44,11524.19035
NEW BRAUNFELS MIDDLE,0.53,7400.177737
